"MasterRecordID","RecordID","DirectoryNumber","PubDate","DisplayName","BusinessName","CorporateName","StreetNum","PreDir","StreetName","StreetSuffix","PostDir","UnitDesig","SecNumber","CityName","StateCode","ZIP","ZIP4","Phone","PhoneCode","MailSuppression","NoSolicitation","PhoneSuppression","MSA","WebAddress","AdultContentFlag","SecondaryPhoneNumber","SecondaryPhoneNumberCode","EmailAddress","AdType","AdSize","CreditCardsAccepted","FreeCode","HoursofOperation","Language","DiscountCode","DeliveryCode","YearStarted","YearsInBus","Directions","Slogans","Products","ProductsSynonyms","Brands","BrandsSynonyms","Trademark","Services","ServicesSynonyms","Models","ModelsSynonyms","Specialties","SpecialtiesSynonyms","ProgramsOffered","ProgramsOfferedSynonyms","ProductFeatures","ProductFeaturesSynonyms","ServiceFeatures","ServiceFeaturesSynonyms","LocationFeatures","LocationFeaturesSynonyms","GroupsServed","GroupsServedSynonyms","IndustryType","IndustryTypeSynonyms","SpecialConsiderations","SpecialConsiderationsSynonyms","SpecialHours","SpecialHoursSynonyms","OrderingMethods","OrderingMethodsSynonyms","ProfessionalsOnStaff","ProfessionalsOnStaffSynonyms","PaymentMode","PaymentModeSynonyms","Associations","AssociationsSynonyms","Certifications","CertificationsSynonyms","GeneralContent","GeneralContentSynonyms","BusinessLink","PrimaryBusinessClassificationFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","Fax","AgeOfRecord","AddressPrivacyFlag","ServiceArea","ChainID","CBSA","ActualSalesAmount","MailingAddress","MailingCity","MailingState","MailingZipCode","LandmarkAddress","LandmarkCity","LandmarkState","LandmarkZipCode","FranchiseChain","TollFree","Financing","GoogleCheckout","Invoice","LongLocalWebaddress","MenuLink","CouponLink","TwitterLink","LinkedInLink","FacebookLink","AlternateSocialLink","YouTubeVideoLink","LogoLink","Pinterest","Keywords","BusinessMobileNumber","CallTrackingNumber","ParkingOptions","ValidationOptions","ProfessionalAssociations","ATM","AlternativeBusinessName","AnchorHostBusiness","UnofficialLandmark","PriceRange","Reservations","BanquetMeetingRooms","RestaurantBarTypes","DressCode","ShuttleService","FreeInternet","InternetAccess","FoodCourt","ParkPermitRequired","EquipmentRentals","LodgingCampgrounds","LiveEntertainment","SmokingPreference","ZagatRating","GiftShop","PresenceofECommerce","GreenCompanyIndicator","SeasonalHours","CreditRating","Fortune_500_Flag","BusinessHours","Contact_First_Name","Contact_Last_Name","Contact_Title","Contact_Gender","VerificationFlag","DPBC","CRRT","EmployeeSizeRange","Ethnicity","Number_of_PCs","SalesVolume","SquareFootage"
"MA04482257","0000395801","033891","201509","","BASKIN-ROBBINS","","880","","MAIN","ST","","","","WOBURN","MA","01801","1806","7819320548","P","","","","","DUNKINDONUTS.COM","","","","","","","DMV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510095868435","S","120740","","","","","","58124800","","","","","","7222131100","","","","","","16190100","","","","","","","19940200","","","00313","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","807","C063","","","","",""
"MF00570196","0000395817","701632","201509","","BOSTON TREE PRESERVATION","","2","","DRAPER","ST","","","","WOBURN","MA","01801","4522","7819337822","P","","","","","BOSTONTREEPRESERVATION.COM","","781729009578193870057819387515","PPL","","3","","AMVZ","","","","","","1995","020","","","","","","","","CONSULTATIONS|HORTICULTURAL SERVICES","PLANNING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016337021","I","240410","133790","","","","","07830200","07820306","","","","","5617301000","5617300300","","","","","10110300","10130300","","","","","7819387515","19940200","","","","14460","800000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","N","","DAN","WENTWORTH","OWNER","M","V","025","C032","C","","A","B","A"
"MA04891232","0000395824","533891","201509","","BOSTON RESEARCH GROUP","","800","W","CUMMINGS","PARK","","STE","5600","WOBURN","MA","01801","6393","7819356588","PU","","","","","BOSTONRESEARCH.COM","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016342715","I","143430","","","","","","87320100","","","","","","5419100100","","","","","","11232501","","","","","","","19991202","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JILL","SIMMONS","DIRECTOR","F","V","009","C058","","","","",""
"MA04141668","0000395834","701632","201509","","BOSTON INSTRUMENTS LLC","","10","","TOWER OFFICE","PARK","","","","WOBURN","MA","01801","2182","7819399960","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016340445","I","080400","","","","","","50650300","","","","","","4236900300","","","","","","19161300","","","","","","","19990127","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","999","C039","","","","",""
"MA04483266","0000395864","533891","201509","","BETWEEN US","","901","","MAIN","ST","","","","WOBURN","MA","01801","1506","7819381644","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016338481","I","194540","","","","","","58121401","","","","","","7222110785","","","","","","16160300","","","","","","","20100415","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ALEX","ANDREOPOULON","MANAGER","U","V","017","C065","","","","B",""
"MA04892181","0000395883","","201509","","C.B.SULLIVAN COMPANY INC","","14","","CUMMINGS","PARK","","","","WOBURN","MA","01801","2105","7819387712","P","","","","","","","","","","","","AMV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510073716616","S","031700","","","","","","50870104","","","","","","4238500102","","","","","","25183700","","","","","","","20130716","","","06386","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHARON","REBACK","MANAGER","F","T","147","C039","","","","B",""
"MA04382131","0000396003","701609","201509","","CLASSIC TUXEDO","","300","","MISHAWUM","RD","","STE","13","WOBURN","MA","01801","6817","7819323888","P","","","","","CLASSICTUXEDO.COM","","6172320693","P","","3","","AMVZ","","","","","","","","","","DRESSES","GOWNS","","","","","","","","","","","","WEDDING","BRIDAL","","","","","","","","","","","","","","","","","","","","","","","242750ATTR:SUIT RENTALS|252350ATTR:PROM DRESSES|252640ATTR:RENTALS|BRIDAL SHOPS|TUXEDOS RENTAL & SALES|TUXEDO|TUXEDO RENTALS|TUXEDOS|WEDDING SUPPLIES & SERVICES GOWNS & DRESSES","","2510016338756","S","242750","252350","252640","","","","56990705","72990703","59993800","56210100","","","4481900705","5322200203","4539983600","4481200100","","","22050702","25180900","25181362","","","","","19970800","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ERIC","OHLSON","VICE PRESIDENT","M","V","134","C040","","","","A",""
"MA04367936","0000396009","","201509","","CIM STRATEGIES INC","","165","","NEW BOSTON","ST","","","","WOBURN","MA","01801","6201","7819370436","P","","","Y","","CIMSTRATINC.COM","","7819374967","L","","","","","","","","","","1993","022","","","MICROSOFT","","","","","MAINTENANCE CONTRACTS|REPAIR & MAINTENANCE SERVICES|TECHNICAL SUPPORT SERVICES|DATA SERVICES|APPLICATION DEVELOPMENT","MAINTENANCE CONTRACTS","","","","","MICROSOFT","","","","MICROSOFT","","","","","","","","","","","","","","","","","","","","","","MICROSOFT","","2510016339126","A","059560","","","","","","73719900","","","","","","5415110500","","","","","","11041300","11090000","","","","","7819374967","19971013","","","","14460","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","ROBERT","BOWEN","OWNER","M","T","650","C038","B","","","C",""
"MA04403670","0000396029","533891","201509","","COMMONWEALTH CARRIER","","7","","MICRO","DR","","","","WOBURN","MA","01801","5701","7819357979","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016338639","I","147330","","","","","","73890304","","","","","","5419900302","","","","","","11030912","","","","","","","19960100","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEN","BROUDIS","OWNER","M","V","070","C001","","","","G",""
"MA04367247","0000396048","701632","201509","","COMPETENT CARE AT HOME INC","","5","","NEW VILLAGE","RD","","","","WOBURN","MA","01801","5450","7819359445","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016339345","I","157380","","","","","","80490900","","","","","","6213990800","","","","","","18030600","","","","","","","19970300","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NANCY","PARZIALE","PRESIDENT","F","V","051","C047","","","","A",""
"MA04063590","0000396058","701632","201509","","CNA INSURANCE","","104","","WINN","ST","","","","WOBURN","MA","01801","2877","7819384772","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016341292","S","124270","","","","","","63990300","","","","","","5241280500","","","","","","15040000","","","","","","","19950200","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","998","C051","","","","",""
"MA04268780","0000396088","533891","201509","","CONNOISSEURS PRODUCTS INC","","17","","PRESIDENTIAL","WAY","","","","WOBURN","MA","01801","1040","7819323949","P","","","","","CONNOISSEURS.COM","","","","","3","","AMV","","","","","","1959","056","","","DIAMONDS|METALS|APPAREL|SILVER","APPAREL","","","","","CLEANING","","","","","","","CLEANING","","","","","APPAREL","","","","","","","","","","","JEWELERS","","","","","","","","DIAMONDS|SILVER","","2510016339730","I","127760","701573","","","","","50949904","50940000","","","","","4239400900","4239400000","","","","","25181600","","","","","","","20130716","","","","14460","19324000","","","","","","","","","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","KARL","KALTENBACH","OPERATOR","M","V","177","C046","E","","","H",""
"MA04387583","0000396110","701609","201509","","COUNTRY CLUB GARDEN APARTMENTS","","57","","MILL","ST","","","","WOBURN","MA","01801","2772","7819331414","P","","","Y","","LIVECCGA.COM","","","","","3","","","","","","","","1994","021","","","GOLF CLUBS","","","","","REAL ESTATE SERVICES","","","","APARTMENTS|ESTATES","","","","","","","","COUNTRY","","","","","","","","","","","","","","","","","","","","APARTMENT","","2510100906003","S","017090","189650","","","","","65130300","65190300","65310000","","","","5311100300","5311900400","5312100000","","","","24030304","","","","","","","20091015","","","","14460","441000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","HOP;W;09:00-18:00|HOP;TH;09:00-19:00|HOP;F;09:00-17:00|HOP;SA;09:00-17:00","ANTHONY","FUCALORO","EXECUTIVE","M","V","570","C067","A","","B","A","A"
"MA05199106","0000396175","533891","201509","","CARDSERVICE INTERNATIONAL","","3","","BALDWIN GREEN","CMN","","","","WOBURN","MA","01801","1865","7819355333","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510052173869","S","068620","","","","","","50440511","","","","","","4234200306","","","","","","25182013","","","","","","","19970300","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","992","C063","","","","",""
"MA04370933","0000396180","","201509","","CARRIAGE TRADE SERVICE CO INC","","192","","NEW BOSTON","ST","","","","WOBURN","MA","01801","6207","7819333216","P","","","Y","","CARRIAGE-TRADE.COM|PLASTICSHOPPINGCARTS.COM","","","","","","","AMVZ","","","","","","","","","","CARTS|MATERIAL HANDLING EQUIPMENT|STORAGE RACKS & SHELVING|CUTTERS|INDUSTRIAL EQUIPMENT|DUMP TRUCKS","CARTS|CUTTERS|MAINTENANCE","","","","","MAINTENANCE|RECONDITIONED|RECONDITIONING|SALES|TRADE INS","","","INDUSTRIAL EQUIPMENT|MAINTENANCE|RETAIL|SALES","INDUSTRIAL EQUIPMENT","SALES","SALES","STEEL CONSTRUCTION","RECONDITIONED","","","MAINTENANCE","STEEL CONSTRUCTION","","","RETAIL","SALES","","","","","","","CUTTERS","","","","","","","","DUMP TRUCKS","","2510052044315","A","212940","","","","","","50460000","","","","","","4234401300","","","","","","25210104","","","","","","","19960100","","","","14460","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","DAVID","SWEETSER","VP","M","T","924","C038","C","","","A",""
"MA05082650","0000396275","701609","201509","","CUSATO CONSTRUCTION","","20","","BRIARWOOD","RD","","","","WOBURN","MA","01801","1219","7819356327","P","","","Y","","","","","","","3","","AMVZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BUILDERS","","","","","","","","","","2510016335955","I","041230","","","","","","15210500","","","","","","2361150500","","","","","","13010000","","","","","","","19960100","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MICHAEL","CUSATO","SUPERVISOR","M","V","205","C065","","","","C",""
"MA04480357","0000396292","701609","201509","","CUTTING CORNERS","","992","","MAIN","ST","","","","WOBURN","MA","01801","1299","7819339898","P","","","","","FABRICCOLLECTIONS.COM","","","","","3","","","","","","","","2000","015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","029820ATTR:COLORING|BARBERS","","2510016338529","I","029820","","","","","","72410000","","","","","","8121110000","","","","","","23022601","","","","","","","19940100","","","","14460","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","STEVEN","BROSCA","OWNER","M","V","928","C020","A","","A","A","A"
"MA04070069","0000396309","533891","201510","","COVINO ENVIRONMENTAL ASSOCIATES INC","","300","","WILDWOOD","AVE","","STE","2","WOBURN","MA","01801","6815","7819332555","P","","","Y","","COVINOINC.COM","","","","MAIL@COVINOINC.COM","3","","","","","","","","1987","028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510052177713","I","122990","","","","","","87481206","","","","","","5416901103","","","","","","11107903","","","","","","","19971013","","","","14460","4951000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","ANN","ECKMANN","PRESIDENT","F","V","028","C045","D","","C","E","B"
"MA04493027","0000396334","701632","201509","","FRANK J DICENSO CPA","","576","","MAIN","ST","","STE","4","WOBURN","MA","01801","2997","7819359618","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","ACCOUNTING","BOOKKEEPING|GENERAL LEDGER|RECORD KEEPING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CERTIFIED","","","","2510016338343","I","010310","010280","","","","","87210505","87210500","","","","","5412110302","5412110300","","","","","15015200","15010000","","","","","","19970300","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FRANK","DICENSO","CPA","M","V","049","C061","","","","",""
"MA04921318","0000396361","533891","201509","","DOLE & BAILEY INC","","16","","CONN","ST","","","","WOBURN","MA","01801","5699","7819351234","P","","","","","DOLEANDBAILEY.COM|CHEFSSIGNATURE.ORG|DOLEANDBAILEY.BIZ","","","","SALES@NORTHEASTFAMILYFARMS.COM","3","","AMV","","","","","","1868","147","","","","","","","","DELI & FOOD SERVICE","DELICATESSEN","","","","","","","","","","","","","","","DISTRIBUTOR|MANUFACTURER|WHOLESALE","FACTORIES|PRODUCERS|SUPPLIERS","","","","","","","","","","","","","","","","","2510052174518","I","096550","","","","","","51490000","","","","","","4244900000","","","","","","16010000","","","","","","","19940300","","","","14460","1400000","","","","","","","","","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","ED","BRYLCZYK","MANAGER","M","V","164","C054","F","","","G",""
